id,Csharp,Dsharp,Z,Fsharp,Gsharp,Asharp,C,D,E,F,G,A,B,timestamp,chord,espId
4924,0,0,1,0,0,1,1,0,0,0,1,0,0,2025-08-07 11:31:08,1,mega
4925,0,0,1,0,0,0,1,0,0,1,1,1,0,2025-08-07 11:31:08,1,mega
4926,0,0,1,0,0,0,1,0,0,1,0,0,0,2025-08-07 11:31:09,1,mega
4927,0,0,1,0,0,0,1,1,0,1,0,0,0,2025-08-07 11:31:09,1,mega
4928,0,0,1,0,0,0,1,0,0,1,0,0,0,2025-08-07 11:31:09,1,mega
4929,0,0,1,0,0,0,1,1,0,1,0,0,0,2025-08-07 11:31:09,1,mega
4930,0,0,1,0,0,0,1,0,0,1,1,0,0,2025-08-07 11:31:10,1,mega
4931,0,0,1,0,0,0,1,0,0,1,0,0,0,2025-08-07 11:31:10,1,mega
4932,0,0,1,0,0,0,1,0,0,1,1,0,0,2025-08-07 11:31:10,1,mega
4933,0,0,1,0,0,0,1,0,0,1,0,0,0,2025-08-07 11:31:10,1,mega
4934,0,0,1,0,0,0,1,0,0,1,1,0,0,2025-08-07 11:31:11,1,mega
4935,0,0,1,0,0,0,1,1,0,1,0,0,0,2025-08-07 11:31:11,1,mega
4936,0,0,1,0,0,0,1,0,0,1,1,0,0,2025-08-07 11:31:11,1,mega
4937,0,0,1,0,0,0,1,0,0,1,0,0,0,2025-08-07 11:31:11,1,mega
4938,0,0,1,0,0,0,1,0,0,1,1,0,0,2025-08-07 11:31:12,1,mega
4939,0,0,1,0,0,0,1,0,1,1,1,0,0,2025-08-07 11:31:12,1,mega
4940,0,0,1,0,0,0,1,0,0,1,1,0,0,2025-08-07 11:31:12,1,mega
4941,0,0,1,0,0,0,1,0,1,1,1,0,0,2025-08-07 11:31:12,1,mega
4942,0,0,1,0,0,0,1,0,0,1,0,0,0,2025-08-07 11:31:12,1,mega
4943,0,0,1,0,0,1,1,0,0,0,1,0,0,2025-08-07 11:31:12,1,mega
4944,0,0,1,0,0,1,1,1,0,0,0,0,0,2025-08-07 11:31:12,1,mega
4945,0,0,1,0,0,0,1,0,0,0,1,0,1,2025-08-07 11:31:13,1,mega
4946,0,0,1,0,0,0,1,0,0,0,0,0,1,2025-08-07 11:31:14,1,mega
4947,0,0,1,0,0,0,1,0,0,0,1,0,0,2025-08-07 11:31:14,1,mega
4948,0,0,1,0,0,0,1,1,0,0,1,0,0,2025-08-07 11:31:17,1,mega
4949,0,0,1,0,0,0,1,0,0,0,1,0,0,2025-08-07 11:31:17,1,mega
4950,0,0,1,0,0,0,1,0,0,0,0,0,0,2025-08-07 11:31:19,1,mega
4951,0,0,1,0,0,0,1,0,0,0,1,0,0,2025-08-07 11:31:22,1,mega
4952,0,0,1,0,0,0,1,1,0,0,1,0,0,2025-08-07 11:31:23,1,mega
4953,0,0,1,0,0,0,1,0,0,0,1,1,0,2025-08-07 11:31:24,1,mega
4954,0,0,1,0,0,0,1,0,0,0,0,1,0,2025-08-07 11:31:25,1,mega
4955,0,0,1,0,0,0,1,0,0,0,1,1,0,2025-08-07 11:31:25,1,mega
4956,0,1,1,0,0,0,1,0,0,0,1,0,0,2025-08-07 11:31:26,1,mega
4957,0,0,1,0,0,0,1,0,1,0,1,0,0,2025-08-07 11:31:27,1,mega
4958,0,0,1,0,0,0,1,0,1,0,0,0,0,2025-08-07 11:31:27,1,mega
4959,0,0,1,0,0,0,1,0,1,0,1,0,0,2025-08-07 11:31:27,1,mega
4960,0,0,1,0,0,0,1,0,0,0,0,0,1,2025-08-07 11:31:27,1,mega
4961,0,0,1,0,0,0,1,0,0,0,1,0,1,2025-08-07 11:31:27,1,mega
4962,0,0,1,0,0,0,1,0,0,0,0,0,1,2025-08-07 11:31:27,1,mega
4963,0,0,1,0,0,0,1,0,0,0,1,0,1,2025-08-07 11:31:28,1,mega
4964,0,0,1,0,0,0,1,0,0,0,0,0,1,2025-08-07 11:31:28,1,mega
4965,0,0,1,0,0,0,1,0,0,0,1,0,1,2025-08-07 11:31:28,1,mega
4966,0,0,1,0,0,0,1,0,0,0,1,0,0,2025-08-07 11:31:28,1,mega
4967,0,0,1,0,0,0,1,0,0,0,0,0,0,2025-08-07 11:31:30,1,mega
4968,0,0,1,0,0,0,1,0,0,0,0,1,0,2025-08-07 11:31:30,1,mega
4969,0,0,1,0,0,0,1,0,0,0,0,0,0,2025-08-07 11:31:30,1,mega
4970,0,0,1,0,0,0,1,0,0,0,0,0,1,2025-08-07 11:31:31,1,mega
4971,0,0,1,0,0,1,1,0,0,0,0,0,0,2025-08-07 11:31:32,1,mega
4972,0,0,1,0,0,0,1,0,0,1,0,0,0,2025-08-07 11:31:33,1,mega
4973,0,0,1,0,0,0,1,0,0,1,1,0,0,2025-08-07 11:31:34,1,mega
4974,0,0,1,0,0,0,1,0,0,1,0,0,0,2025-08-07 11:31:34,1,mega
4975,0,1,1,0,0,0,1,0,0,0,0,0,0,2025-08-07 11:31:34,1,mega
4976,0,0,1,0,0,0,1,0,1,0,0,0,0,2025-08-07 11:31:35,1,mega
4977,0,0,1,0,0,0,1,0,0,0,0,1,0,2025-08-07 11:31:37,1,mega
4978,0,1,1,0,0,0,1,0,0,0,0,0,0,2025-08-07 11:31:39,1,mega
4979,0,0,1,0,0,0,1,0,1,0,0,0,0,2025-08-07 11:31:40,1,mega
4980,0,1,1,0,0,0,1,0,0,0,0,0,0,2025-08-07 11:31:40,1,mega
4981,0,0,1,0,0,0,1,0,0,0,0,1,0,2025-08-07 11:31:40,1,mega
4982,0,0,1,0,0,0,1,0,0,0,1,1,0,2025-08-07 11:31:42,1,mega
4983,0,0,1,0,0,0,1,0,0,0,0,1,0,2025-08-07 11:31:42,1,mega
4984,0,0,1,0,0,0,1,0,0,0,1,1,0,2025-08-07 11:31:44,1,mega
4985,0,0,1,0,0,0,1,0,0,0,0,1,0,2025-08-07 11:31:44,1,mega
4986,0,0,1,0,0,0,1,1,0,0,0,0,0,2025-08-07 11:31:44,1,mega
4987,0,0,1,0,0,0,1,1,0,0,1,0,0,2025-08-07 11:31:45,1,mega
4988,0,0,1,0,0,0,1,1,0,0,0,0,0,2025-08-07 11:31:45,1,mega
4989,0,0,1,0,0,0,1,1,0,0,1,0,0,2025-08-07 11:31:45,1,mega
4990,0,0,1,0,0,0,1,1,0,0,0,0,0,2025-08-07 11:31:45,1,mega
4991,0,0,1,0,0,0,1,1,0,0,1,0,0,2025-08-07 11:31:46,1,mega
4992,0,0,1,0,0,0,1,1,0,0,0,0,0,2025-08-07 11:31:46,1,mega
4993,0,0,1,0,0,0,1,1,0,0,1,0,0,2025-08-07 11:31:46,1,mega
4994,0,0,1,0,0,0,1,0,0,0,1,0,0,2025-08-07 11:31:46,1,mega
4995,0,0,1,0,0,0,1,1,0,0,1,0,0,2025-08-07 11:31:46,1,mega
4996,0,0,1,0,0,0,1,0,0,0,1,0,0,2025-08-07 11:31:47,1,mega
4997,0,0,1,0,0,0,1,0,0,0,1,1,0,2025-08-07 11:31:47,1,mega
4998,0,0,1,0,0,0,1,0,0,0,1,0,0,2025-08-07 11:31:47,1,mega
4999,0,0,1,0,0,0,1,1,0,0,1,0,0,2025-08-07 11:31:47,1,mega
5000,0,0,1,0,0,0,1,0,0,0,1,0,0,2025-08-07 11:31:47,1,mega
5001,0,0,1,0,0,0,1,1,0,0,1,0,0,2025-08-07 11:31:47,1,mega
5002,0,0,1,0,0,0,1,1,0,0,0,0,1,2025-08-07 11:31:47,1,mega
5003,0,0,1,0,0,0,1,0,0,0,1,0,1,2025-08-07 11:31:48,1,mega
5004,0,0,1,0,0,0,1,1,0,0,0,0,1,2025-08-07 11:31:48,1,mega
5005,0,0,1,0,0,0,1,0,0,0,1,0,1,2025-08-07 11:31:48,1,mega
5006,0,0,1,0,0,0,1,1,0,0,1,0,1,2025-08-07 11:31:49,1,mega
5007,0,0,1,0,0,0,1,0,0,0,1,0,1,2025-08-07 11:31:49,1,mega
5008,0,0,1,0,0,0,1,0,0,0,1,0,0,2025-08-07 11:31:50,1,mega
5009,0,0,1,0,0,0,1,0,0,0,1,0,1,2025-08-07 11:31:50,1,mega
5010,0,0,1,0,0,0,1,0,0,0,1,0,0,2025-08-07 11:31:50,1,mega
5011,0,0,1,0,0,0,1,1,0,0,1,0,0,2025-08-07 11:31:51,1,mega
5012,0,0,1,0,0,0,1,0,0,0,1,0,1,2025-08-07 11:31:51,1,mega
5013,0,0,1,0,0,0,1,0,0,0,1,0,0,2025-08-07 11:31:51,1,mega
5014,0,0,1,0,0,0,1,1,0,0,1,0,0,2025-08-07 11:31:51,1,mega
5015,0,0,1,0,1,0,1,1,0,0,0,0,0,2025-08-07 11:31:51,1,mega
5016,0,0,1,0,0,0,1,1,0,0,1,0,0,2025-08-07 11:31:51,1,mega
5017,0,0,1,0,0,0,1,0,0,0,1,0,0,2025-08-07 11:31:52,1,mega
5018,0,0,1,0,0,0,1,1,0,0,0,0,0,2025-08-07 11:31:52,1,mega
5019,0,0,1,0,0,0,1,0,0,0,1,0,0,2025-08-07 11:31:52,1,mega
5020,0,0,1,0,0,0,1,1,0,0,0,0,0,2025-08-07 11:31:52,1,mega
5021,0,0,1,0,0,0,1,0,0,0,1,0,1,2025-08-07 11:31:52,1,mega
5022,0,0,1,0,0,0,1,1,0,0,0,1,1,2025-08-07 11:31:52,1,mega
5023,0,0,1,0,0,0,1,1,0,0,0,0,1,2025-08-07 11:31:53,1,mega
5024,0,0,1,0,0,0,1,0,0,0,1,0,1,2025-08-07 11:31:53,1,mega
5025,0,0,1,0,0,0,1,1,0,0,0,0,1,2025-08-07 11:31:53,1,mega
5026,0,0,1,0,0,0,1,1,0,0,0,0,0,2025-08-07 11:31:53,1,mega
5027,0,0,1,0,0,0,1,1,0,0,1,0,0,2025-08-07 11:31:54,1,mega
5028,0,0,1,0,0,0,1,1,0,0,0,0,0,2025-08-07 11:31:54,1,mega
5029,0,0,1,0,0,0,1,1,0,0,0,0,1,2025-08-07 11:31:54,1,mega
5030,0,0,1,0,0,0,1,1,0,0,0,0,0,2025-08-07 11:31:55,1,mega
5031,0,0,1,0,0,0,1,1,0,0,0,0,1,2025-08-07 11:31:55,1,mega
5032,0,0,1,0,0,0,1,1,0,0,0,0,0,2025-08-07 11:31:55,1,mega
5033,0,0,1,0,0,0,1,0,0,0,1,0,0,2025-08-07 11:31:59,1,mega
5034,0,0,1,0,0,0,1,1,0,0,0,0,0,2025-08-07 11:31:59,1,mega
5035,0,0,1,0,0,0,1,1,0,0,1,0,0,2025-08-07 11:32:00,1,mega
5036,0,0,1,0,0,0,1,1,0,0,0,0,0,2025-08-07 11:32:00,1,mega
5037,0,0,1,0,0,0,1,1,0,0,1,0,0,2025-08-07 11:32:00,1,mega
5038,0,0,1,0,0,0,1,1,0,0,0,0,0,2025-08-07 11:32:00,1,mega
5039,0,0,1,0,0,0,1,0,0,0,1,0,0,2025-08-07 11:32:01,1,mega
5040,0,0,1,0,0,0,1,1,0,0,1,0,0,2025-08-07 11:32:02,1,mega
5041,0,0,1,0,0,0,1,0,0,0,1,0,0,2025-08-07 11:32:03,1,mega
5042,0,0,1,0,0,0,1,1,0,0,1,0,0,2025-08-07 11:32:03,1,mega
5043,0,0,1,0,0,0,1,0,0,0,1,0,0,2025-08-07 11:32:05,1,mega
5044,0,0,1,0,0,0,1,1,0,0,1,0,0,2025-08-07 11:32:05,1,mega
5045,0,0,1,0,0,0,1,0,0,0,1,0,0,2025-08-07 11:32:05,1,mega
5046,0,0,1,0,0,0,1,1,0,0,1,0,0,2025-08-07 11:32:05,1,mega
5047,1,0,1,0,0,0,1,0,0,0,1,0,0,2025-08-07 11:32:06,1,mega
5048,0,0,1,0,0,0,1,0,0,0,1,0,0,2025-08-07 11:32:06,1,mega
5049,0,0,1,0,0,0,1,0,0,0,1,1,0,2025-08-07 11:32:06,1,mega
5050,0,0,1,0,0,0,1,1,0,0,1,1,0,2025-08-07 11:32:06,1,mega
5051,0,0,1,0,0,0,1,0,0,0,1,1,0,2025-08-07 11:32:06,1,mega
5052,0,0,1,0,0,0,1,1,0,0,1,1,0,2025-08-07 11:32:06,1,mega
5053,0,0,1,0,0,0,1,0,0,0,1,1,0,2025-08-07 11:32:06,1,mega
5054,0,0,1,0,0,0,1,1,0,0,1,1,0,2025-08-07 11:32:07,1,mega
5055,0,0,1,0,0,0,1,0,0,0,1,1,0,2025-08-07 11:32:07,1,mega
5056,0,0,1,0,0,0,1,1,0,0,1,1,0,2025-08-07 11:32:09,1,mega
5057,0,0,1,0,0,0,1,1,0,0,1,0,0,2025-08-07 11:32:10,1,mega
5058,0,0,1,0,0,0,1,0,0,0,1,0,0,2025-08-07 11:32:11,1,mega
5059,0,0,1,0,0,0,1,1,0,0,1,0,0,2025-08-07 11:32:12,1,mega
5060,0,0,1,0,1,0,1,0,0,0,1,0,0,2025-08-07 11:32:12,1,mega
5061,0,0,1,0,0,0,1,1,0,0,1,0,0,2025-08-07 11:32:12,1,mega
5062,0,0,1,0,0,0,1,0,0,0,1,0,0,2025-08-07 11:32:13,1,mega
5063,0,0,1,0,0,0,1,0,0,0,1,0,1,2025-08-07 11:32:16,1,mega
5064,0,0,1,0,0,0,1,0,0,0,1,0,0,2025-08-07 11:32:16,1,mega
5065,0,0,1,0,0,0,1,0,0,0,1,0,1,2025-08-07 11:32:17,1,mega
5066,0,0,1,1,0,0,1,0,0,0,1,0,0,2025-08-07 11:32:17,1,mega
5067,0,0,1,0,0,0,1,0,0,0,1,0,1,2025-08-07 11:32:18,1,mega
5068,0,0,1,1,0,0,1,0,0,0,1,0,0,2025-08-07 11:32:19,1,mega
5069,0,0,1,0,0,0,1,0,0,1,1,0,0,2025-08-07 11:32:20,1,mega
5070,0,1,1,0,0,0,1,0,0,0,0,0,0,2025-08-07 11:32:23,1,mega
5071,0,0,1,0,1,0,1,0,0,0,0,0,0,2025-08-07 11:32:23,1,mega
5072,0,0,1,0,1,0,1,1,0,0,0,0,0,2025-08-07 11:32:23,1,mega
5073,0,1,1,0,0,0,1,1,0,0,0,0,0,2025-08-07 11:32:24,1,mega
5074,0,1,1,0,0,0,1,0,0,0,1,0,0,2025-08-07 11:32:24,1,mega
5075,0,0,1,0,1,0,1,1,0,0,1,0,0,2025-08-07 11:32:24,1,mega
5076,0,0,1,0,1,0,1,0,0,0,1,0,0,2025-08-07 11:32:24,1,mega
5077,0,0,1,0,1,0,1,1,0,0,0,0,0,2025-08-07 11:32:24,1,mega
5078,0,1,1,0,0,0,1,1,0,0,0,0,0,2025-08-07 11:32:24,1,mega
5079,0,1,1,0,0,0,1,0,0,0,1,0,0,2025-08-07 11:32:25,1,mega
5080,0,1,1,0,0,0,1,0,0,0,0,0,0,2025-08-07 11:32:25,1,mega
5081,0,1,1,0,0,0,1,0,0,0,1,0,0,2025-08-07 11:32:26,1,mega
5082,0,1,1,0,0,0,1,0,0,0,0,0,0,2025-08-07 11:32:26,1,mega
5083,0,1,1,0,0,0,1,1,0,0,0,0,0,2025-08-07 11:32:26,1,mega
5084,0,1,1,0,0,0,1,0,0,0,1,0,0,2025-08-07 11:32:26,1,mega
5085,0,0,1,0,0,0,1,0,0,1,1,0,0,2025-08-07 11:32:26,1,mega
5086,0,0,1,0,0,0,1,0,0,1,0,0,0,2025-08-07 11:32:26,1,mega
5087,0,1,1,0,0,0,1,0,0,0,0,0,0,2025-08-07 11:32:27,1,mega
5088,0,1,1,0,0,0,1,0,0,0,1,0,0,2025-08-07 11:32:27,1,mega
5089,0,1,1,0,0,0,1,1,0,0,0,0,0,2025-08-07 11:32:27,1,mega
5090,0,1,1,0,0,0,1,0,0,0,1,0,0,2025-08-07 11:32:27,1,mega
5091,0,1,1,0,0,0,1,0,0,0,0,0,0,2025-08-07 11:32:28,1,mega
5092,0,0,1,0,0,1,1,0,0,0,0,0,0,2025-08-07 11:32:28,1,mega
5093,0,0,1,0,0,1,1,0,1,0,0,0,0,2025-08-07 11:32:28,1,mega
5094,0,0,1,0,0,1,1,0,1,0,1,0,0,2025-08-07 11:32:28,1,mega
5095,0,0,1,0,0,1,1,0,0,0,0,0,0,2025-08-07 11:32:28,1,mega
5096,0,0,1,0,0,1,1,1,0,0,0,0,0,2025-08-07 11:32:29,1,mega
5097,0,0,1,0,0,1,1,0,0,0,1,0,0,2025-08-07 11:32:29,1,mega
5098,0,1,1,0,0,0,1,0,0,0,1,0,0,2025-08-07 11:32:29,1,mega
5099,0,1,1,0,0,0,1,0,0,0,0,0,0,2025-08-07 11:32:29,1,mega
5100,0,1,1,0,0,0,1,1,0,0,0,0,0,2025-08-07 11:32:29,1,mega
5101,0,0,1,0,1,0,1,1,0,0,0,0,0,2025-08-07 11:32:29,1,mega
5102,0,0,1,0,1,0,1,0,0,0,1,0,0,2025-08-07 11:32:30,1,mega
5103,0,0,1,0,1,0,1,0,0,0,0,0,0,2025-08-07 11:32:30,1,mega
5104,0,0,1,0,1,0,1,0,1,0,0,0,0,2025-08-07 11:32:30,1,mega
5105,0,0,1,0,1,0,1,0,0,0,0,0,0,2025-08-07 11:32:31,1,mega
5106,0,0,1,0,1,0,1,0,0,0,1,0,0,2025-08-07 11:32:31,1,mega
5107,0,0,1,0,1,0,1,0,0,0,0,0,0,2025-08-07 11:32:31,1,mega
5108,0,0,1,0,1,0,1,1,0,0,0,0,0,2025-08-07 11:32:31,1,mega
5109,0,0,1,0,1,0,1,1,1,0,0,0,0,2025-08-07 11:32:31,1,mega
5110,0,0,1,0,1,0,1,1,0,0,0,0,0,2025-08-07 11:32:31,1,mega
5111,0,0,1,0,1,0,1,0,0,0,0,0,0,2025-08-07 11:32:32,1,mega
5112,0,0,1,0,1,0,1,1,0,0,0,0,0,2025-08-07 11:32:32,1,mega
5113,0,0,1,0,1,0,1,0,0,0,0,0,0,2025-08-07 11:32:32,1,mega
5114,0,0,1,0,1,0,1,0,1,0,1,0,0,2025-08-07 11:32:32,1,mega
5115,0,0,1,0,1,0,1,0,1,0,0,0,0,2025-08-07 11:32:32,1,mega
5116,0,0,1,0,1,0,1,1,0,0,0,0,0,2025-08-07 11:32:32,1,mega
5117,0,0,1,0,1,0,1,0,0,0,0,0,0,2025-08-07 11:32:32,1,mega
5118,0,0,1,0,1,0,1,1,0,0,0,0,0,2025-08-07 11:32:33,1,mega
5119,0,0,1,0,1,0,1,0,0,0,0,0,0,2025-08-07 11:32:33,1,mega
5120,0,0,1,0,1,0,1,1,0,0,0,0,0,2025-08-07 11:32:33,1,mega
5121,0,0,1,0,1,0,1,0,0,0,1,0,0,2025-08-07 11:32:33,1,mega
5122,0,0,1,0,1,0,1,1,0,0,0,0,0,2025-08-07 11:32:33,1,mega
5123,0,0,1,0,1,0,1,0,0,0,0,0,0,2025-08-07 11:32:33,1,mega
5124,0,0,1,0,1,0,1,0,1,0,0,0,0,2025-08-07 11:32:33,1,mega
5125,0,0,1,0,1,0,1,0,0,0,0,0,0,2025-08-07 11:32:33,1,mega
5126,0,0,1,0,1,0,1,1,1,0,0,0,0,2025-08-07 11:32:34,1,mega
5127,0,0,1,0,1,0,1,0,0,0,1,0,0,2025-08-07 11:32:34,1,mega
5128,0,0,1,0,1,0,1,1,0,0,0,0,0,2025-08-07 11:32:34,1,mega
5129,0,0,1,0,1,0,1,1,0,0,0,1,0,2025-08-07 11:32:34,1,mega
5130,0,0,1,0,1,0,1,0,0,0,0,1,0,2025-08-07 11:32:35,1,mega
5131,1,0,1,0,0,0,1,0,0,0,0,0,0,2025-08-07 11:32:35,1,mega
5132,1,0,1,0,0,0,1,1,0,0,0,0,0,2025-08-07 11:32:35,1,mega
5133,1,0,1,0,0,0,1,0,0,0,1,0,0,2025-08-07 11:32:35,1,mega
5134,1,0,1,0,0,0,1,0,0,0,0,1,0,2025-08-07 11:32:35,1,mega
5135,1,0,1,0,0,0,1,0,0,0,0,0,0,2025-08-07 11:32:35,1,mega
5136,1,0,1,0,0,0,1,0,0,0,1,0,0,2025-08-07 11:32:36,1,mega
5137,1,0,1,0,0,0,1,0,0,0,0,0,0,2025-08-07 11:32:36,1,mega
5138,1,0,1,0,0,0,1,0,0,0,1,0,0,2025-08-07 11:32:36,1,mega
5139,1,0,1,0,0,0,1,0,0,0,0,0,0,2025-08-07 11:32:36,1,mega
5140,1,0,1,0,0,0,1,0,0,0,1,0,0,2025-08-07 11:32:37,1,mega
5141,1,0,1,0,0,0,1,0,0,0,0,0,0,2025-08-07 11:32:37,1,mega
5142,1,0,1,0,0,0,1,0,0,0,1,0,0,2025-08-07 11:32:37,1,mega
5143,1,0,1,0,0,0,1,0,0,0,0,0,0,2025-08-07 11:32:37,1,mega
5144,1,0,1,0,0,0,1,0,0,0,1,0,0,2025-08-07 11:32:38,1,mega
5145,1,0,1,0,0,0,1,0,0,0,0,0,0,2025-08-07 11:32:38,1,mega
5146,1,0,1,0,0,0,1,0,0,0,1,0,0,2025-08-07 11:32:38,1,mega
5147,1,0,1,0,0,0,1,0,0,0,0,0,0,2025-08-07 11:32:38,1,mega
5148,1,0,1,0,0,0,1,0,0,0,1,0,0,2025-08-07 11:32:39,1,mega
5149,1,0,1,0,0,0,1,0,0,0,0,0,0,2025-08-07 11:32:39,1,mega
5150,1,0,1,0,0,0,1,0,0,0,1,0,0,2025-08-07 11:32:39,1,mega
5151,1,0,1,0,0,0,1,0,0,0,0,0,0,2025-08-07 11:32:39,1,mega
5152,1,0,1,0,0,0,1,1,0,0,0,0,0,2025-08-07 11:32:40,1,mega
5153,1,0,1,0,0,0,1,0,0,0,1,0,0,2025-08-07 11:32:40,1,mega
5154,1,0,1,0,0,0,1,1,0,0,1,0,0,2025-08-07 11:32:41,1,mega
5155,1,0,1,0,0,0,1,1,0,0,0,0,0,2025-08-07 11:32:41,1,mega
5156,0,0,1,1,0,0,1,1,0,0,1,0,0,2025-08-07 11:32:41,1,mega
5157,0,0,1,1,0,0,1,1,0,0,0,0,0,2025-08-07 11:32:41,1,mega
5158,0,0,1,1,0,0,1,0,0,0,0,0,0,2025-08-07 11:32:42,1,mega
5159,0,0,1,1,0,0,1,1,0,0,0,0,0,2025-08-07 11:32:42,1,mega
5160,0,0,1,1,0,0,1,0,0,0,0,0,0,2025-08-07 11:32:42,1,mega
5161,0,0,1,1,0,0,1,0,0,0,1,0,0,2025-08-07 11:32:43,1,mega
5162,0,0,1,1,0,0,1,0,0,0,0,0,0,2025-08-07 11:32:43,1,mega
5163,0,0,1,1,0,0,1,1,0,0,0,0,0,2025-08-07 11:32:43,1,mega
5164,0,0,1,1,0,0,1,0,0,0,1,0,0,2025-08-07 11:32:43,1,mega
5165,0,0,1,1,0,0,1,1,0,0,0,0,0,2025-08-07 11:32:43,1,mega
5166,0,0,1,1,0,0,1,0,0,0,0,0,0,2025-08-07 11:32:44,1,mega
5167,0,0,1,0,0,0,1,0,0,1,0,0,0,2025-08-07 11:32:44,1,mega
5168,0,0,1,0,0,0,1,1,0,1,0,0,0,2025-08-07 11:32:44,1,mega
5169,0,0,1,0,0,0,1,0,0,1,0,0,0,2025-08-07 11:32:45,1,mega
5170,0,0,1,0,0,0,1,1,0,1,1,0,0,2025-08-07 11:32:45,1,mega
5171,0,0,1,0,0,0,1,0,0,1,1,0,0,2025-08-07 11:32:45,1,mega
5172,0,0,1,0,0,0,1,0,0,1,0,0,0,2025-08-07 11:32:45,1,mega
5173,0,0,1,0,0,0,1,0,0,1,1,0,0,2025-08-07 11:32:45,1,mega
5174,0,0,1,1,0,0,1,0,0,0,1,0,0,2025-08-07 11:32:45,1,mega
5175,0,0,1,1,0,0,1,0,0,0,0,0,0,2025-08-07 11:32:46,1,mega
5176,1,0,1,0,0,0,1,0,0,0,0,0,0,2025-08-07 11:32:46,1,mega
5177,1,0,1,0,0,0,1,0,0,0,1,0,0,2025-08-07 11:32:46,1,mega
5178,1,0,1,0,0,0,1,0,0,0,0,0,0,2025-08-07 11:32:47,1,mega
5179,1,0,1,0,0,0,1,0,0,0,1,0,0,2025-08-07 11:32:47,1,mega
5180,1,0,1,0,0,0,1,0,0,0,0,0,0,2025-08-07 11:32:47,1,mega
5181,1,0,1,0,0,0,1,1,0,0,0,0,0,2025-08-07 11:32:48,1,mega
5182,1,0,1,0,0,0,1,0,0,0,1,0,0,2025-08-07 11:32:48,1,mega
5183,1,0,1,0,0,0,1,0,0,0,0,0,0,2025-08-07 11:32:49,1,mega
5184,0,0,1,0,1,0,1,0,0,0,0,0,0,2025-08-07 11:32:50,1,mega
5185,0,0,1,0,1,0,1,0,0,0,1,0,0,2025-08-07 11:32:51,1,mega
5186,0,0,1,0,1,0,1,0,0,0,0,0,0,2025-08-07 11:32:51,1,mega
5187,0,1,1,0,0,0,1,1,0,0,0,0,0,2025-08-07 11:32:52,1,mega
5188,0,0,1,0,0,0,1,0,1,0,1,0,0,2025-08-07 11:32:53,1,mega
5189,0,0,1,0,0,0,1,0,1,0,0,0,0,2025-08-07 11:32:53,1,mega
5190,0,0,1,0,0,0,1,1,1,0,0,0,0,2025-08-07 11:32:54,1,mega
5191,0,0,1,0,0,1,1,0,0,0,0,0,0,2025-08-07 11:32:54,1,mega
5192,0,0,1,0,0,1,1,1,0,0,0,0,0,2025-08-07 11:32:55,1,mega
5193,0,0,1,0,0,0,1,1,0,0,0,0,1,2025-08-07 11:32:55,1,mega
5194,0,0,1,1,0,0,1,0,0,0,1,0,0,2025-08-07 11:32:55,1,mega
5195,0,0,1,1,0,0,1,1,0,0,0,0,0,2025-08-07 11:32:56,1,mega
5196,0,0,1,1,0,0,1,0,0,0,0,0,0,2025-08-07 11:32:56,1,mega
5197,0,0,1,1,0,0,1,0,0,0,0,0,1,2025-08-07 11:32:56,1,mega
5198,0,0,1,1,0,0,1,0,0,0,0,0,0,2025-08-07 11:32:56,1,mega
5199,0,0,1,0,0,0,1,0,0,0,1,0,0,2025-08-07 11:32:57,1,mega
5200,0,0,1,0,0,0,1,1,0,0,1,0,0,2025-08-07 11:32:57,1,mega
5201,1,0,1,0,0,0,1,1,0,0,0,0,0,2025-08-07 11:32:57,1,mega
5202,1,0,1,0,0,0,1,0,0,0,0,0,0,2025-08-07 11:32:58,1,mega
5203,1,0,1,0,0,0,1,0,0,0,1,0,0,2025-08-07 11:32:58,1,mega
5204,1,0,1,0,0,0,1,0,0,0,0,0,0,2025-08-07 11:32:58,1,mega
5205,0,0,1,0,0,0,1,1,0,0,1,0,0,2025-08-07 11:32:58,1,mega
5206,0,0,1,0,0,0,1,1,0,0,0,0,0,2025-08-07 11:32:58,1,mega
5207,0,0,1,0,1,0,1,0,0,0,1,0,0,2025-08-07 11:32:58,1,mega
5208,0,0,1,0,1,0,1,0,0,0,0,0,0,2025-08-07 11:32:59,1,mega
5209,0,0,1,0,1,0,1,1,0,0,0,0,0,2025-08-07 11:32:59,1,mega
5210,0,0,1,0,1,0,1,0,0,0,1,0,0,2025-08-07 11:32:59,1,mega
5211,0,0,1,0,1,0,1,1,0,0,0,0,0,2025-08-07 11:32:59,1,mega
5212,0,0,1,0,1,0,1,0,0,0,1,0,0,2025-08-07 11:32:59,1,mega
5213,0,0,1,0,0,0,1,0,0,0,1,1,0,2025-08-07 11:32:59,1,mega
5214,0,0,1,0,0,0,1,0,0,0,0,1,0,2025-08-07 11:33:00,1,mega
5215,0,1,1,0,0,0,1,0,0,0,0,0,0,2025-08-07 11:33:00,1,mega
5216,0,1,1,0,0,0,1,0,0,0,1,0,0,2025-08-07 11:33:01,1,mega
5217,0,0,1,0,0,0,1,0,1,0,1,0,0,2025-08-07 11:33:01,1,mega
5218,0,1,1,0,0,0,1,0,0,0,1,0,0,2025-08-07 11:33:01,1,mega
5219,0,1,1,0,0,0,1,0,0,0,0,0,0,2025-08-07 11:33:01,1,mega
